Mês,País Importado,Produto,Via,FOB (US$)
9,Argentina,Alumínio e suas obras,MARITIMA,9167463
5,China,Produtos farmacêuticos,AEREA,9152678
3,Alemanha,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",MARITIMA,9149280
12,China,Alumínio e suas obras,MARITIMA,9148948
5,China,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,MARITIMA,9133437
12,Argentina,Produtos diversos das indústrias químicas,RODOVIARIA,9125141
11,Arábia Saudita,Plásticos e suas obras,MARITIMA,9108975
9,China,"Vestuário e seus acessórios, exceto de Malha",MARITIMA,9107074
3,China,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",MARITIMA,9075879
9,Peru,Cobre e suas obras,MARITIMA,9069799
11,Argentina,Produtos diversos das indústrias químicas,RODOVIARIA,9063548
5,Espanha,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",MARITIMA,9060077
1,China,"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios",MARITIMA,9050432
6,Argentina,"Preparações de produtos hortícolas, de frutas ou de outras partes de plantas",RODOVIARIA,9032518
5,Colômbia,Plásticos e suas obras,MARITIMA,9008987
2,Argentina,"Preparações de produtos hortícolas, de frutas ou de outras partes de plantas",RODOVIARIA,8989925
11,Peru,Cobre e suas obras,MARITIMA,8958201
12,Itália,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",MARITIMA,8953939
4,China,"Vestuário e seus acessórios, de malha",MARITIMA,8943133
11,Paraguai,Cereais,RODOVIARIA,8927632
9,Paraguai,Cereais,RODOVIARIA,8912227
12,Uruguai,Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo,MARITIMA,8910283
7,China,"Vestuário e seus acessórios, de malha",MARITIMA,8889738
2,Áustria,"Bebidas, líquidos alcoólicos e vinagres",MARITIMA,8887833
12,China,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,MARITIMA,8840186
11,China,"Vestuário e seus acessórios, de malha",MARITIMA,8839166
8,Alemanha,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",MARITIMA,8834149
6,China,"Fibras sintéticas ou artificiais, descontínuas",MARITIMA,8747770
1,China,"Obras de couro; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa",MARITIMA,8724315
12,Argentina,Plásticos e suas obras,MARITIMA,8717568
12,Índia,Filamentos sintéticos ou artificiais,MARITIMA,8710634
3,Chile,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",RODOVIARIA,8705609
5,Portugal,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,MARITIMA,8698724
11,Venezuela,Alumínio e suas obras,MARITIMA,8677552
3,China,"Obras de couro; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa",MARITIMA,8650164
9,China,Tecidos de malha,MARITIMA,8609218
6,China,"Outros produtos de origem animal, não especificados nem compreendidos noutros Capítulos",MARITIMA,8605628
12,China,"Vestuário e seus acessórios, de malha",MARITIMA,8569004
10,Alemanha,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",MARITIMA,8521154
2,Estados Unidos,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",MARITIMA,8512564
5,Coreia do Sul,Plásticos e suas obras,MARITIMA,8482492
10,China,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,MARITIMA,8471097
3,Áustria,"Bebidas, líquidos alcoólicos e vinagres",MARITIMA,8457317
10,China,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",MARITIMA,8439132
8,China,Borracha e suas obras,MARITIMA,8430158
7,Alemanha,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",MARITIMA,8426885
1,Argentina,"Preparações de produtos hortícolas, de frutas ou de outras partes de plantas",RODOVIARIA,8422430
2,China,"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios",MARITIMA,8417063
5,China,"Obras de ferro fundido, ferro ou aço",MARITIMA,8396647
9,Alemanha,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",MARITIMA,8392384
3,China,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,MARITIMA,8387127
10,China,"Vestuário e seus acessórios, de malha",MARITIMA,8376216
11,Estados Unidos,"Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais",MARITIMA,8373694
3,Coreia do Sul,Plásticos e suas obras,MARITIMA,8366452
1,Peru,Cobre e suas obras,MARITIMA,8346181
8,Argentina,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",RODOVIARIA,8344287
12,Indonésia,"Fibras sintéticas ou artificiais, descontínuas",MARITIMA,8311331
10,Estados Unidos,"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos",MARITIMA,8280971
3,Alemanha,Plásticos e suas obras,MARITIMA,8273442
7,China,"Vestuário e seus acessórios, exceto de Malha",MARITIMA,8268984
3,Itália,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",MARITIMA,8248347
8,China,"Vestuário e seus acessórios, exceto de Malha",MARITIMA,8230280
11,Argentina,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",RODOVIARIA,8218028
7,China,"Outros artefatos têxteis confeccionados; sortidos; artefatos de matérias têxteis, calçados, chapéus e artefatos de uso semelhante, usados; trapos",MARITIMA,8166201
7,Argentina,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",RODOVIARIA,8161680
8,China,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",AEREA,8151617
11,Estados Unidos,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",MARITIMA,8147470
7,China,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",AEREA,8131543
11,Omã,Adubos (fertilizantes),MARITIMA,8118098
9,Chile,"Bebidas, líquidos alcoólicos e vinagres",RODOVIARIA,8028966
9,Argentina,Produtos diversos das indústrias químicas,RODOVIARIA,8028800
12,Guiana,Cereais,MARITIMA,8012112
1,Chile,"Minerios, escórias e cinzas",MARITIMA,8006544
8,Argentina,Produtos diversos das indústrias químicas,RODOVIARIA,7991092
11,Chile,"Bebidas, líquidos alcoólicos e vinagres",RODOVIARIA,7897276
5,China,"Outros produtos de origem animal, não especificados nem compreendidos noutros Capítulos",MARITIMA,7866357
6,China,Produtos farmacêuticos,AEREA,7854643
1,China,"Outros produtos de origem animal, não especificados nem compreendidos noutros Capítulos",MARITIMA,7834792
10,Arábia Saudita,Plásticos e suas obras,MARITIMA,7814424
1,Nigéria,Adubos (fertilizantes),MARITIMA,7813419
11,Chile,"Minerios, escórias e cinzas",MARITIMA,7801154
12,China,"Outros produtos de origem animal, não especificados nem compreendidos noutros Capítulos",MARITIMA,7798511
8,Alemanha,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",MARITIMA,7785206
4,China,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,MARITIMA,7774898
1,Estados Unidos,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",MARITIMA,7752453
5,China,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",MARITIMA,7749283
1,China,Alumínio e suas obras,MARITIMA,7734041
6,Itália,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",MARITIMA,7713101
6,China,"Outros artefatos têxteis confeccionados; sortidos; artefatos de matérias têxteis, calçados, chapéus e artefatos de uso semelhante, usados; trapos",MARITIMA,7701183
12,Tailândia,Borracha e suas obras,MARITIMA,7673935
9,México,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",MARITIMA,7663310
8,Argentina,"Leite e lacticínios; ovos de aves; mel natural; produtos comestíveis de origem animal, não especificados nem compreendidos noutros Capítulos",RODOVIARIA,7654107
3,Taiwan (Formosa),Plásticos e suas obras,MARITIMA,7651209
8,Canadá,Adubos (fertilizantes),MARITIMA,7628431
8,Peru,Cobre e suas obras,MARITIMA,7627362
1,Alemanha,Plásticos e suas obras,MARITIMA,7614094
10,Argentina,Produtos diversos das indústrias químicas,RODOVIARIA,7599760
9,Reino Unido,"Bebidas, líquidos alcoólicos e vinagres",MARITIMA,7598190
1,China,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,MARITIMA,7589665
6,Chile,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",RODOVIARIA,7581741
1,Hong Kong,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",MARITIMA,7576757
5,Áustria,"Bebidas, líquidos alcoólicos e vinagres",MARITIMA,7547749
11,Estados Unidos,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",MARITIMA,7538855
6,Colômbia,Plásticos e suas obras,MARITIMA,7535144
11,México,Zinco e suas obras,MARITIMA,7491981
1,Índia,Filamentos sintéticos ou artificiais,MARITIMA,7473809
4,Chile,"Minerios, escórias e cinzas",MARITIMA,7456815
2,China,Alumínio e suas obras,MARITIMA,7453824
11,Barein,Alumínio e suas obras,MARITIMA,7438347
2,China,"Obras de couro; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa",MARITIMA,7430261
8,China,"Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios",MARITIMA,7429478
4,China,"Móveis; mobiliário médico-cirúrgico, colchões, almofadas e semelhantes; aparelhos de iluminação não especificados nem compreendidos em outros capítulos; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes; Construções Pré",MARITIMA,7381983
3,Estados Unidos,"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos",MARITIMA,7380754
9,China,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",AEREA,7377711
11,China,Obras diversas de metais comuns,MARITIMA,7375911
1,China,Obras diversas de metais comuns,MARITIMA,7371862
4,China,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",MARITIMA,7327713
4,Argentina,Cereais,MARITIMA,7322609
10,Taiwan (Formosa),Plásticos e suas obras,MARITIMA,7291689
3,China,"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos",MARITIMA,7286738
5,China,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",MARITIMA,7270918
4,Coreia do Sul,Plásticos e suas obras,MARITIMA,7268310
10,China,Alumínio e suas obras,MARITIMA,7259205
12,Argentina,"Leite e lacticínios; ovos de aves; mel natural; produtos comestíveis de origem animal, não especificados nem compreendidos noutros Capítulos",RODOVIARIA,7258385
4,Indonésia,"Fibras sintéticas ou artificiais, descontínuas",MARITIMA,7246645
7,Chile,"Bebidas, líquidos alcoólicos e vinagres",RODOVIARIA,7243744
4,China,Borracha e suas obras,MARITIMA,7206678
12,Uruguai,Preparações alimentícias diversas,RODOVIARIA,7190701
3,China,Alumínio e suas obras,MARITIMA,7187649
7,Argentina,Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentares elaboradas; ceras de origem animal ou vegetal,MARITIMA,7162710
11,China,"Outros produtos de origem animal, não especificados nem compreendidos noutros Capítulos",MARITIMA,7158489
7,Itália,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",MARITIMA,7155423
10,Coreia do Sul,Plásticos e suas obras,MARITIMA,7149543
9,Coreia do Sul,Plásticos e suas obras,MARITIMA,7128850
1,Argentina,Plásticos e suas obras,RODOVIARIA,7122366
6,Argentina,Alumínio e suas obras,MARITIMA,7113614
6,China,"Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios",AEREA,7113481
9,Estados Unidos,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",MARITIMA,7106673
3,Estados Unidos,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",MARITIMA,7076756
5,Índia,Filamentos sintéticos ou artificiais,MARITIMA,7075148
4,China,"Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios",MARITIMA,7066158
1,Áustria,"Bebidas, líquidos alcoólicos e vinagres",MARITIMA,7052726
4,China,"Produtos químicos inorgânicos; compostos inorgânicos ou orgânicos de metais preciosos, de elementos radioativos, de metais das terras raras ou de isótopos",MARITIMA,7047590
2,China,Obras diversas de metais comuns,MARITIMA,6997386
1,Bélgica,"Preparações de produtos hortícolas, de frutas ou de outras partes de plantas",MARITIMA,6987790
4,Tailândia,Borracha e suas obras,MARITIMA,6951731
7,China,"Outros produtos de origem animal, não especificados nem compreendidos noutros Capítulos",MARITIMA,6950875
12,China,Obras diversas,MARITIMA,6947884
6,China,"Outros artefatos têxteis confeccionados; sortidos; artefatos de matérias têxteis, calçados, chapéus e artefatos de uso semelhante, usados; trapos",AEREA,6937505
9,China,Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever,MARITIMA,6926691
10,China,Adubos (fertilizantes),MARITIMA,6919940
12,China,"Vestuário e seus acessórios, exceto de Malha",MARITIMA,6906334
8,Irã,Adubos (fertilizantes),MARITIMA,6894393
3,Nigéria,Adubos (fertilizantes),MARITIMA,6891977
7,China,"Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes",AEREA,6863798
10,Peru,Cobre e suas obras,MARITIMA,6851125
11,Argentina,"Leite e lacticínios; ovos de aves; mel natural; produtos comestíveis de origem animal, não especificados nem compreendidos noutros Capítulos",RODOVIARIA,6840053
3,Alemanha,"Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios",AEREA,6831268
10,Tailândia,Borracha e suas obras,MARITIMA,6829561
11,China,"Obras de couro; artigos de correeiro ou de seleiro; artigos de viagem, bolsas e artefatos semelhantes; obras de tripa",MARITIMA,6807379
6,China,"Móveis; mobiliário médico-cirúrgico, colchões, almofadas e semelhantes; aparelhos de iluminação não especificados nem compreendidos em outros capítulos; anúncios, cartazes ou tabuletas e placas indicadoras luminosos, e artigos semelhantes; Construções Pré",MARITIMA,6802869
